id	繁中
245	<p style="margin:12px" ><font color="#009953" face = "Barlow-SemiBold" >The World BOSS can be set to automatically participate in normal battles</font></p>
246	<p style="margin:12px" ><font color="#009953" face = "Barlow-SemiBold" >Automatic participation in advanced battles can be set in the world BOSS</font></p>
247	<p style="margin:12px" ><font color="#009953" face = "Barlow-SemiBold" >The younger generation can automatically develop at high speed</font></p>
248	<p style="margin:12px" ><font color="#02fd20" face = "Barlow-SemiBold" > </font></p>
250	<font color="#f9b522" face = "Barlow-SemiBold" >Property Status:<br/></font>
251	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Ice damage</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
252	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Fire damage</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
253	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Lightning damage</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
254	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Ice Resistance</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> # v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
255	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Fire Resistance</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> # v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
256	<p style="margin:5px" ><font color="#f9b522" face = "Barlow-SemiBold" >Lightning Resistance</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> # v1#</font><font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#</font></p>
270	<font color="#6f2f00" face = "Barlow-SemiBold">Privilege: Hangup experience +#v1#%</font>
301	<p style="margin:10"><font color="#2951EF" face = "Barlow-SemiBold" size ="100">#v1##v4#:</font><font color="#000000" face = "Barlow-SemiBold" size ="100">#v2#</font></p>
302	<p style="margin:10"><font color="#D62CF7" face = "Barlow-SemiBold" size ="100">#v1##v4#:</font><font color="#000000" face = "Barlow-SemiBold" size ="100">#v2#</font></p>
333	<font color="#6f2f00" face = "Barlow-SemiBold" >Would you like to synthesize all #v1# to the highest level? </font><br/><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Gold required:#v2#/#v3#</font><br/><font color="# 6f2f00" face = "Barlow-SemiBold" >requires diamonds:#v4#/#v5#</font>
334	<font color="#6f2f00" face = "Barlow-SemiBold" >Would you like to synthesize all #v1# to the highest level? </font><br/><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Gold required:</font><font color="#f64d4d" face = "Barlow-SemiBold" >#v2# </font><font color="#6f2f00" face = "Barlow-SemiBold" >/#v3#</font><br/><font color="#6f2f00" face = "Barlow-SemiBold" >requires diamonds:#v4# /#v5#</font>
335	<font color="#6f2f00" face = "Barlow-SemiBold" >Would you like to synthesize all #v1# to the highest level? </font><br/><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Gold required:#v2#/#v3#</font><br/><font color="# 6f2f00" face = "Barlow-SemiBold" >Diamond required:</font><font color="#f64d4d" face = "Barlow-SemiBold" >#v4#</font><font color="#6f2f00" face = "Barlow-SemiBold" > /#v5#</font>
336	<font color="#6f2f00" face = "Barlow-SemiBold" >Would you like to synthesize all #v1# to the highest level? </font><br/><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Gold required:</font><font color="#f64d4d" face = "Barlow-SemiBold" >#v2# </font><font color="#6f2f00" face = "Barlow-SemiBold" >/#v3#</font><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Diamond required:</font ><font color="#f64d4d" face = "Barlow-SemiBold" >#v4#</font>/<font color="#6f2f00" face = "Barlow-SemiBold" >#v5#</font>
401	<font color="#6f2f00"face = "Barlow-SemiBold" size ="100">Buy today:<font color="#D62CF7" face = "Barlow-SemiBold" size ="100">#v1#</font> Diamonds< font color="#02fd20" face = "Barlow-SemiBold" size ="100"> #v2#/#v3#</font></font>
501	<font color="#6f2f00" face = "Barlow-SemiBold" >Get</font><font color="#f9b522" face = "Barlow-SemiBold" >#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" >Contribution points</font><br/><font color="#6f2f00" face = "Barlow-SemiBold" >Get special rewards</font>
601	<font color="#2bfde7" face = "Barlow-SemiBold" >How to get guild reputation:</font><br/><font color="#77f63f" face = "Barlow-SemiBold" >Quick Battle</font><font color="#f85b5b" face = "Barlow-SemiBold" >20</font><font color="#77f63f" face = "Barlow-SemiBold" >Points</font><br/><font color="#77f63f" face = "Barlow-SemiBold" >BOSS battle</font><font color="#f85b5b" face = "Barlow-SemiBold" >10</font><font color="#77f63f" face = "Barlow-SemiBold" >Points</font><br /><font color="#77f63f" face = "Barlow-SemiBold" >Arena Victory</font><font color="#f85b5b" face = "Barlow-SemiBold" >5</font><font color="#77f63f" face = "Barlow-SemiBold" >Points</font><br/><font color="#77f63f" face = "Barlow-SemiBold" >When starting a guild boss crusade, the guild reputation will be consumed.</font>
700	<img src="#v1#"/>
701	<p style="margin:8px" ><font color="#ffffff" face = "Barlow-SemiBold20" >#v2#</font></p>
702	<p style="margin:8px" ><font color="#615141" face = "Barlow-SemiBold20" >#v2#</font></p>
703	<font color="#FFF0D7" face = "Barlow-SemiBold" size ="100">#v1#</font><font color="#v4#" face = "Barlow-SemiBold" >#v2#</font><font color="#FFF0D7" face = "Barlow-SemiBold" size ="100">#v3#</font>
704	<font color="#FFF0D7" face = "Barlow-SemiBold" size ="100">#v1#</font><font color="#v4#" face = "Barlow-SemiBold" >#v2#</font><font color="#FFF0D7" face = "Barlow-SemiBold" size ="100">#v3#</font>
800	<font color="#dc1f1f" face = "Barlow-SemiBold" >#v1# Special Gear</font>
801	<font color="#dc1f1f" face = "Barlow-SemiBold" >#v1# Special Gear</font>
803	<font color="#136811" face = "Barlow-SemiBold" >[#v1#piece]#v2#</font>
804	<font color="#02ccff" face = "Barlow-SemiBold" >[#v1#piece]#v2#</font>
805	<font color="#ff02fc" face = "Barlow-SemiBold" >[#v1#piece]#v2#</font>
806	<font color="#ff8b02" face = "Barlow-SemiBold" >[#v1#piece]#v2#</font>
807	<font color="#f91a3a" face = "Barlow-SemiBold" > #v1#</font>
808	<font color="#28fa05" face = "Barlow-SemiBold" > #v1#</font>
809	<p style="margin:10px" ><p style="text-align:center" ><font color="#ffeec8" face = "Barlow-Regular18" >#v1#</font></p></p>
992	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#dc1f1e" face = "Barlow-SemiBold" >#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" >Together, #v2#</font>
993	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#b4b4b4" face = "Barlow-SemiBold" >#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" >Together, #v2#</font>
994	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#dc1f1e" face = "Barlow-SemiBold" >#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" >Together, #v2#</font>
995	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#dc1f1e" face = "Barlow-SemiBold" >#v1#, #v2#</font><font color="# 6f2f00" face = "Barlow-SemiBold" >Together, #v3#</font>
996	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#b4b4b4" face = "Barlow-SemiBold" >#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" >Together, #v2#</font>
997	<font color="#6f2f00" face = "Barlow-SemiBold" >and</font><font color="#b4b4b4" face = "Barlow-SemiBold" >#v1#, #v2#</font><font color="# 6f2f00" face = "Barlow-SemiBold" >Together, #v3#</font>
999	<font color="#7b0ada" face = "Barlow-SemiBold" >#v1#</font><font color="#f30011" face = "Barlow-SemiBold" > #v2#</font><font color="#000000" face = "Barlow-SemiBold">Used your coworker</font>
1000	<font color="#000000" face = "Barlow-SemiBold" >You currently own</font><font color="#f30011" face = "Barlow-SemiBold" >#v1#</font><font color="#000000" face = "Barlow-SemiBold">A Tier 1 city,</font><font color="#f30011" face = "Barlow-SemiBold" >#v2#</font><font color="#000000" face = "Barlow-SemiBold"> A Tier 2 city</font><br/><font color="#000000" face = "Barlow-SemiBold">The more cities captured, the stronger the buffs</font>
1001	<font color="#6f2f00" face = "Barlow-SemiBold" size ="100">Guild name:</font><font color="#fb0000" face = "Barlow-SemiBold" size ="100">#v1#</font> font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">Guild Lv:</font><font color="#fb0000" face = "Barlow-SemiBold" size ="100">#v2# </font><font color="#6f2f00"face = "Barlow-SemiBold" size ="100">Number of participants:</font><font color="#fb0000" face = "Barlow-SemiBold" size ="100"> # v3#</font>
1002	<font color="#7b0ada" face = "Barlow-SemiBold" >Occupy#v1#:#v2#</font>
1003	<font color="#7b0ada" face = "Barlow-SemiBold" >Occupy 3 Tier 2 cities: +100% attack power</font>
1004	<font color="#7b0ada" face = "Barlow-SemiBold" >Occupy#v1#</font>
1005	<font color="#7b0ada" face = "Barlow-SemiBold" >#v1#</font>
1101	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 50 pieces to enable junior SR Sukier. Excess pieces will be automatically converted into silver coins. (1 piece = 5 silver pieces)</font> font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Reincarnation: 3 physical attacks with 160% damage to randomly selected enemies .</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Flying Immortals: Deal 300% damage to 1 enemy Physical damage, and a 100% chance to poison it for 2 rounds. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase hit value: Increase own hit value by Lv×80.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color= "#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power: own maximum attack power increases by Lv×120, and minimum attack power increases by Lv×120.(Free after 3 breakthroughs)</font></p >
1102	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 50 pieces to enable Junior Natalia. Excess pieces will be automatically converted into silver coins. (1 piece = 5 silver pieces)</font> font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Shake the ground: Deal 240% physical damage to 3 enemies, and 50% Chance to stun for 1 turn.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Dark Serpent Curse: Yes The enemy randomly deals 240% physical damage 3 times, and has an 80% chance to be poisoned for 1 round. (Poisoned status does not stack) (released after 2 breakthroughs)</font></p><p style="margin :0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase experience gained (small): The experience gained by seniors increases by 12%. Liberation)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase experience points (large): seniors gain experience The value increases by 15%. (Also effective on standby) (released after 1 breakthrough)</font></p>
1103	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 20 pieces to enable Junior Paris. Excess pieces will be automatically converted into silver coins. (1 piece = 3 silver pieces)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Healing Light: Recovers HP of 3 random teammates, the amount of recovery is 70 of own ATK %.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">God's Blessing: Turn teammate's Defense power increased by 60%, attack power increased by 18%.(Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase maximum HP: Increase your own maximum HP by 18%.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100"></font></p>
1104	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 80 pieces to enable junior Liu Xie. Excess pieces will be automatically converted into silver coins. (1 piece = 5 silver pieces)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Lightning Bomb: Launches 3 spell attacks with 160% damage on randomly selected enemies.</p> font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Lightning Attack: Deal 290% spell damage to 3 enemies.( Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase crit value: own crit Hit value increases Lv×50.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size = "100" >Increase attack power: Increase own attack power by 20%.(Free after 3 breakthroughs)</font></p>
1105	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to activate Junior Venia. Excess pieces will be automatically converted into silver. (1 piece = 10 silver)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Wheel of Destruction: Deals 330% physical damage to 1 enemy and poisons them by 3 Round.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Justice Friends: Deals 380% to 1 enemy Physical damage, and superimposed damage equal to 3% of the enemy's maximum HP (ignoring defense and physical defense). (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power: increase own attack power by 30%. (Release after 1 breakthrough)</font></p><p style="margin: 0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase crit value: Increase your own crit value by Lv×85. (Release after 3 breakthroughs)</font></p >
1106	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Xiahou Dun. The excess fragments will be automatically converted into silver coins. (1 fragment = 1 breakthrough stone)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Wine Pond Meat Grove: Deals 420% physical damage to 6 enemies, if a critical hit is triggered, 2 100% chance to "break the armor" of the enemy during rounds, reducing the defense by 70%, and at the same time launching a 360% attack again. Before the attack, the enemy's HP is less than 50%, and the enemy will be critically hit.</font></p><p style ="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Spirit of Tyranny: Deals 360% physical damage to 6 enemies, if a critical strike is triggered, 3 turns There is a 100% chance of causing the enemy to "bleed" and unable to recover HP. Before attacking, the enemy's HP is less than 50%, and the enemy's HP is less than 50%. (Release after 2 breakthroughs)</font></p><p style="margin:0 "><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and critical strike value: own attack power increases by 34%, and critical strike value increases by Lv×240. (Release after 1 breakthrough )</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase Max HP, Defense: Increase own Max HP by 30 %, the defense power is increased by Lv×160. (released after 3 breakthroughs)</font></p>
1107	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable junior Huang Zhong. Excess pieces will be automatically converted into silver coins. (1 piece = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Bright all beings: Launches 6 physical attacks with 220% damage to randomly selected enemies. Each The next attack has a 50% chance to reduce its hit value by 60% for 2 turns</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">United Army Assault: Inflict 240%~480% physical damage to 6 enemies. The more the number of your team, the higher the damage. (Released after 2 breakthroughs)</font></p>< p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Increase own attack power by 26% and hit value by Lv×120.( Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase max HP and evasion: Increases own maximum HP by 30% and evasion value by Lv×120. (Released after 3 breakthroughs)</font></p>
1108	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Melissa. Excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Wolf Gu Guicai: Deals 260% spell damage to the 3 enemies with the most HP, and has 50% chance to reduce its attack power by 50% for 2 turns.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size =" 100">Fantastic Conspiracy: Deal 260% spell damage to 3 enemies. If the enemy is in DEBUFF state, the damage will be doubled. (Release after 2 breakthroughs)</font></p><p style= "margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Increase own attack power by 22% and hit value by Lv×70.(1 breakthrough After liberation)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase crit value: own spell crit damage Increase by 50%, crit value increases by Lv×50. (released after 3 breakthroughs)</font></p>
